-3.575649035726519998e+01,3.621170282175329191e+01,-2.053526913692393929e+00,-9.628259009141228830e+01
-1.672117023137417746e+01,2.646207029573354674e+01,2.136792827707956022e+01,-1.042003980582049536e+02
-3.183205310921416142e+01,4.155074922000665083e+01,1.329496057706703560e+01,-8.222563864641379894e+01
-4.563981128254468445e+01,3.256727911073517845e+01,-5.320944016983164992e+00,-7.244611800710738692e+01
-4.612579477872913714e+01,3.394178672938117103e+01,-1.432982459371237738e+01,-7.296753568215014241e+01
-2.784476324037246897e+01,1.881971132029315541e+01,2.232090735124189251e+01,-9.288421142587856139e+01
-4.208978440181256531e+01,3.419287042030195778e+01,-3.803271152231880947e+00,-8.426354719343127897e+01
-4.352011049913747343e+01,2.812718913454258640e+01,-7.090416594198895028e-02,-8.329690406618192355e+01
-4.229905144508187220e+01,2.446032423640107822e+01,-4.387649843660499371e+00,-9.522917762044565393e+01
2.085735656795994686e+01,2.926261015590376147e+01,-4.603235990528332877e+01,5.131262027567613160e+01
2.551404139279440386e+01,3.404234402710537921e+01,-5.155429001745511641e+01,5.682464915288484519e+01
3.754262383879833465e+01,3.779935199156700065e+01,-3.922488978442375185e+01,6.539589748646682210e+01
2.021039147405958758e+01,3.735952108635189006e+01,-6.567881886186017937e+01,9.139517151284383090e+01
4.047432971577676852e+01,4.096591601328234589e+01,-3.897078405331691187e+01,5.606528178427077336e+01
2.484859528418925123e+01,3.929777522957479619e+01,-4.737354743739604146e+01,5.944295889419215939e+01
5.673333569476947957e+01,4.425770784093100474e+01,-4.319726844177592540e+01,5.557826064385336196e+01
2.906686077951115976e+01,4.094397243555992816e+01,-5.358830336045300413e+01,6.173954998533286442e+01
2.747063038718420103e+01,3.196478927244711699e+01,-4.902206957148440125e+01,4.069021999819168656e+01
1.381915071140427109e+00,5.556060972849869017e+01,-2.251642173329480912e+01,5.570978655903759957e+00
2.219092226286468517e+00,5.217142793048357419e+01,-2.829730682780132156e+01,1.191784085161034845e+01
2.073382323471844479e+00,3.781770841889571244e+01,-2.729790444801874472e+01,7.647067355602706229e+00
3.765507310905203742e+00,4.591604537654513507e+01,-4.271048745360592136e+01,1.117055567531592430e+01
-1.010104435707400761e+01,4.063599107678732025e+01,-3.371379205279637858e+01,1.682925110385584233e+01
9.670517766192583409e+00,3.768009683983572700e+01,-8.107448817521925477e+00,7.470723359716177070e-01
-1.206168857474174061e+01,3.166569909328268650e+01,-3.207806473141022252e+01,1.428514332125341291e+01
2.654934867831547862e+01,4.920832291752084586e+01,-3.569318494483980686e+01,1.140076072617128666e+01
1.420689996169763347e+01,2.653613652800576617e+01,-8.811184627634888855e+00,-3.349705715790850302e+00
1.982019159426049271e+01,-3.195078282136639913e+01,8.208064664758852302e+01,4.769877888840500901e+01
3.995949032441423299e+01,-3.154476564083192969e+01,8.942906127049766951e+01,2.670743711587283187e+01
5.747045984579951039e+01,-4.716485483660584066e+01,1.239771978387002918e+02,1.981190631005220970e+00
3.454154211431016108e+01,-4.736562634751954448e+01,1.174483794934940875e+02,1.772143740256020905e+01
2.009066122482122907e+01,-6.515326993752866258e+01,1.146893920310307351e+02,2.032764486190548325e+01
3.890289242443344619e+01,-7.426838563776657054e+01,1.582162775219583182e+02,-3.093283784626198685e+00
3.623230902727722480e+01,-6.663806938482575504e+01,1.351406131877842540e+02,1.380730343470438726e+01
4.082304281056971718e+01,-5.723905915223254937e+01,1.302365007542717876e+02,3.482124642243230994e+01
6.500111342230859179e+01,-5.507065588474556250e+01,1.471166164982362830e+02,5.757073578920202550e+00
4.774424498562564168e+01,-9.124478355621465653e+01,-9.232092915991832172e+01,5.268359415582794192e+00
7.712057155290645483e+01,-9.568218373353717254e+01,-7.774479971612569784e+01,-2.829406276458974290e+01
8.302349597432777273e+01,-8.588901327670401997e+01,-8.271538818919486857e+01,-1.957333501918036944e+01
1.028384111034303032e+02,-7.931988524884653202e+01,-6.947001176344551254e+01,-3.312477835106457746e+01
9.958199271675348996e+01,-9.712312624539525530e+01,-5.744467683198719499e+01,-3.869401536287682575e+01
9.052688216288373724e+01,-1.065131972229740569e+02,-4.956544297425893575e+01,-6.777570206381413698e+01
9.002539391192439666e+01,-1.030734794061221464e+02,-3.881226049855133908e+01,-6.759405696960106980e+01
8.994789354199073728e+01,-1.120812596854633085e+02,-4.554430490036907742e+01,-4.851102959180967389e+01
8.683696072844170999e+01,-1.215561319869794659e+02,-4.770561392117473787e+01,-6.550507224016909902e+01
-9.897385917847874737e+01,-1.873532474433243422e+01,9.955756092766858245e+00,1.058417865617736986e+01
-1.256610451214774997e+02,-2.609185469985707684e+01,-4.308673063198701136e+00,-1.907927140566731961e+00
-1.633916959566743969e+02,-4.431962075342649143e+01,-2.458520691068292052e+01,5.772676110386159465e+00
-1.620647219896087563e+02,-4.992866667746074683e+01,1.473023307198561405e+01,-1.615569683899211739e+01
-1.691810103344888603e+02,-4.764069960653183244e+01,6.167853366488125211e+00,-1.995216996832331091e+01
-1.864830592483667147e+02,-6.548602356978719286e+01,-6.820141075128035801e+00,-1.422212501195136802e+01
-1.777562332612380658e+02,2.340740061991868348e+00,-4.742728663883299589e+01,4.515027966579613405e+01
-1.275575863484685328e+02,-2.839371504784396905e+01,3.095648724570956745e+00,1.833667612292321181e+01
-1.583430779970946105e+02,1.765227904990245733e+00,-4.001803778818123192e+01,4.502468091964696129e+01
-1.488583481763604084e+02,-3.686890558324962797e+01,3.272367534926448229e+01,-3.236367286648619057e+01
3.323976332462195415e+01,9.145687970688534563e+01,4.784516105922065066e+01,-3.147599869415128993e+01
3.716307172842464013e+01,9.426682283280489116e+01,5.662409701012852281e+01,-5.236689301873344959e+01
2.676223643342251535e+01,9.226004028508964439e+01,5.308059313954305480e+01,-2.594940426129175393e+01
8.897488644467838270e+00,9.082613886328091723e+01,4.678453277735039961e+01,-1.200050128257298354e+01
1.759778318034568656e+01,9.561180459360521411e+01,5.788646080774908143e+01,-3.187804382322538643e+01
2.642643613071977171e+01,9.877512200867052172e+01,5.870984365608450872e+01,-3.777838529979808158e+01
2.115734734651161730e+01,9.218617340142377259e+01,5.366604003083715924e+01,-3.275194353316523177e+01
2.252479685240458096e+01,9.044067093407223012e+01,6.482734178846628481e+01,-4.088133682497754506e+01
1.689741116485921424e+01,6.773092530239308928e+01,-5.868751431323228474e+01,2.401928323356418105e+01
3.702454345788916612e+01,6.619954763851752944e+01,-3.656412005292997236e+01,4.139261256738432593e+00
5.248196457827862815e+01,5.669929290225669405e+01,-2.578849135553542737e+01,5.041819004979996244e+00
4.955401996429883127e+01,5.817220929251163852e+01,-2.251734268726965738e+01,-2.861300112384952854e+00
2.852256874229858141e+01,6.042831530582077448e+01,-3.013146761810740415e+01,8.769887678971288736e+00
5.642511508503345397e+01,5.460874980730136485e+01,-3.589040522726158144e+00,-2.192761382577230300e+00
3.597249167346191001e+01,5.385716890672127022e+01,-2.414996174740634061e+01,-5.952711089676594902e+00
4.403748054246341326e+01,5.171554519350302570e+01,-1.770654676012932072e+01,4.141895839038683746e+00
2.766074484651647936e+01,6.017909713645851610e+01,-2.457627971594870075e+01,3.136822688484743438e+00
-2.260526668035148745e+01,-3.657222679256769027e+01,3.309077123161165446e+01,7.603344586939262228e+01
-1.053650805359223064e+01,-4.073123841410769330e+01,2.920004564607702235e+01,8.403473662413547629e+01
-1.358803518626152451e+00,-2.413612595243095171e+01,5.043446068990066777e+01,6.649704078785242700e+01
5.092141575705182888e+00,-1.302994820129218034e+01,5.817965885062533715e+01,6.648325117213998681e+01
-9.585638344853276038e+00,-6.579605083698326418e+00,1.920468670915871812e+01,6.710725382413714613e+01
-1.245615438690023247e+01,-1.431429674787594486e+01,1.181026705691113676e+01,8.346370025947901183e+01
-1.858706049454307063e+01,-1.178643645245018945e+01,1.964393099872917858e+01,7.106299578145714690e+01
8.346908460671480512e+00,-6.285582493103990309e+00,6.383322553587860426e+01,3.933554652096493243e+01
8.397575873995659634e-01,-1.703742565306589540e+01,-3.031166045685317201e+01,-5.091573513694698516e-02
-1.700867239811179843e+01,-3.529891709588009974e+01,-5.493195182012779298e+01,1.929064380910143939e+01
-5.160730770659543332e+00,-3.709296903934880874e+01,-3.719782812332386612e+01,-2.593839617511335849e+00
4.592671241976437613e-01,-4.397233635920235173e+01,-1.849997367117834202e+01,-4.881775011565482103e+00
-1.598482004782624877e+01,-6.585411853050095488e+01,-5.905748770035584627e+00,-1.314761975941603644e+01
-1.558056767582583291e+01,-6.225590996516955755e+01,-1.660922874210336531e+01,-3.415018716997130888e+00
1.498475454420919384e+01,-4.113463501819100543e+01,-2.117517332366522353e+01,2.903215672270912595e+00
